Participant,Condition,Time,LDA_Errors,SVM_Errors
8,Joystick,-6.0,10,7
8,Joystick,-5.875,12,10
8,Joystick,-5.75,12,11
8,Joystick,-5.625,12,11
8,Joystick,-5.5,12,12
8,Joystick,-5.375,11,10
8,Joystick,-5.25,12,11
8,Joystick,-5.125,11,9
8,Joystick,-5.0,12,6
8,Joystick,-4.875,13,7
8,Joystick,-4.75,14,7
8,Joystick,-4.625,13,7
8,Joystick,-4.5,9,10
8,Joystick,-4.375,10,10
8,Joystick,-4.25,10,9
8,Joystick,-4.125,8,11
8,Joystick,-4.0,9,11
8,Joystick,-3.875,6,12
8,Joystick,-3.75,5,11
8,Joystick,-3.625,6,9
8,Joystick,-3.5,7,12
8,Joystick,-3.375,8,10
8,Joystick,-3.25,7,10
8,Joystick,-3.125,5,10
8,Joystick,-3.0,6,12
8,Joystick,-2.875,7,13
8,Joystick,-2.75,8,16
8,Joystick,-2.625,8,16
8,Joystick,-2.5,10,14
8,Joystick,-2.375,27,23
8,Joystick,-2.25,22,22
8,Joystick,-2.125,23,23
8,Joystick,-2.0,24,23
8,Joystick,-1.875,25,19
8,Joystick,-1.75,25,20
8,Joystick,-1.625,23,18
8,Joystick,-1.5,19,16
8,Joystick,-1.375,15,17
8,Joystick,-1.25,15,16
8,Joystick,-1.125,17,16
8,Joystick,-1.0,17,15
8,Joystick,-0.875,18,13
8,Joystick,-0.75,18,13
8,Joystick,-0.625,19,14
8,Joystick,-0.5,15,14
8,Joystick,-0.375,15,14
8,Joystick,-0.25,16,14
8,Joystick,-0.125,16,13
8,Joystick,0.0,21,13
