Participant,Condition,Time,LDA_Errors,SVM_Errors
9,Leaning,-6.0,7,5
9,Leaning,-5.875,8,7
9,Leaning,-5.75,10,7
9,Leaning,-5.625,9,7
9,Leaning,-5.5,6,6
9,Leaning,-5.375,5,6
9,Leaning,-5.25,5,6
9,Leaning,-5.125,6,7
9,Leaning,-5.0,9,7
9,Leaning,-4.875,11,7
9,Leaning,-4.75,11,7
9,Leaning,-4.625,11,6
9,Leaning,-4.5,7,6
9,Leaning,-4.375,6,4
9,Leaning,-4.25,6,5
9,Leaning,-4.125,6,4
9,Leaning,-4.0,5,4
9,Leaning,-3.875,5,5
9,Leaning,-3.75,5,7
9,Leaning,-3.625,6,6
9,Leaning,-3.5,4,7
9,Leaning,-3.375,4,6
9,Leaning,-3.25,4,5
9,Leaning,-3.125,4,5
9,Leaning,-3.0,5,5
9,Leaning,-2.875,7,6
9,Leaning,-2.75,9,6
9,Leaning,-2.625,8,6
9,Leaning,-2.5,12,9
9,Leaning,-2.375,26,29
9,Leaning,-2.25,24,28
9,Leaning,-2.125,24,28
9,Leaning,-2.0,26,21
9,Leaning,-1.875,24,20
9,Leaning,-1.75,23,19
9,Leaning,-1.625,22,18
9,Leaning,-1.5,15,16
9,Leaning,-1.375,14,15
9,Leaning,-1.25,14,12
9,Leaning,-1.125,12,11
9,Leaning,-1.0,9,10
9,Leaning,-0.875,8,8
9,Leaning,-0.75,9,9
9,Leaning,-0.625,11,10
9,Leaning,-0.5,9,9
9,Leaning,-0.375,7,8
9,Leaning,-0.25,7,6
9,Leaning,-0.125,8,7
9,Leaning,0.0,16,9
