Participant,Condition,Time,LDA_Errors,SVM_Errors
1,Joystick,-6.0,8,3
1,Joystick,-5.875,9,3
1,Joystick,-5.75,8,4
1,Joystick,-5.625,6,6
1,Joystick,-5.5,10,6
1,Joystick,-5.375,10,5
1,Joystick,-5.25,9,5
1,Joystick,-5.125,10,5
1,Joystick,-5.0,9,5
1,Joystick,-4.875,10,7
1,Joystick,-4.75,9,8
1,Joystick,-4.625,9,8
1,Joystick,-4.5,11,8
1,Joystick,-4.375,11,8
1,Joystick,-4.25,11,7
1,Joystick,-4.125,11,6
1,Joystick,-4.0,10,9
1,Joystick,-3.875,7,10
1,Joystick,-3.75,7,11
1,Joystick,-3.625,7,11
1,Joystick,-3.5,7,12
1,Joystick,-3.375,6,13
1,Joystick,-3.25,8,12
1,Joystick,-3.125,9,12
1,Joystick,-3.0,9,12
1,Joystick,-2.875,10,13
1,Joystick,-2.75,12,11
1,Joystick,-2.625,13,12
1,Joystick,-2.5,15,12
1,Joystick,-2.375,23,25
1,Joystick,-2.25,22,26
1,Joystick,-2.125,24,27
1,Joystick,-2.0,20,23
1,Joystick,-1.875,19,19
1,Joystick,-1.75,15,18
1,Joystick,-1.625,12,18
1,Joystick,-1.5,11,14
1,Joystick,-1.375,8,12
1,Joystick,-1.25,8,16
1,Joystick,-1.125,9,14
1,Joystick,-1.0,8,12
1,Joystick,-0.875,8,12
1,Joystick,-0.75,10,13
1,Joystick,-0.625,9,12
1,Joystick,-0.5,9,11
1,Joystick,-0.375,11,10
1,Joystick,-0.25,10,9
1,Joystick,-0.125,10,9
1,Joystick,0.0,12,12
