Participant,Condition,Time,LDA_Errors,SVM_Errors
1,Omnideck,-6.0,8,10
1,Omnideck,-5.875,10,11
1,Omnideck,-5.75,8,11
1,Omnideck,-5.625,8,11
1,Omnideck,-5.5,9,11
1,Omnideck,-5.375,9,12
1,Omnideck,-5.25,9,11
1,Omnideck,-5.125,9,11
1,Omnideck,-5.0,9,9
1,Omnideck,-4.875,9,10
1,Omnideck,-4.75,11,10
1,Omnideck,-4.625,10,8
1,Omnideck,-4.5,11,8
1,Omnideck,-4.375,10,9
1,Omnideck,-4.25,9,8
1,Omnideck,-4.125,8,9
1,Omnideck,-4.0,6,11
1,Omnideck,-3.875,5,8
1,Omnideck,-3.75,5,8
1,Omnideck,-3.625,4,7
1,Omnideck,-3.5,8,6
1,Omnideck,-3.375,8,8
1,Omnideck,-3.25,8,7
1,Omnideck,-3.125,6,9
1,Omnideck,-3.0,7,8
1,Omnideck,-2.875,8,7
1,Omnideck,-2.75,9,7
1,Omnideck,-2.625,9,11
1,Omnideck,-2.5,12,10
1,Omnideck,-2.375,21,25
1,Omnideck,-2.25,22,24
1,Omnideck,-2.125,20,24
1,Omnideck,-2.0,18,23
1,Omnideck,-1.875,18,21
1,Omnideck,-1.75,16,20
1,Omnideck,-1.625,13,19
1,Omnideck,-1.5,10,16
1,Omnideck,-1.375,10,14
1,Omnideck,-1.25,9,13
1,Omnideck,-1.125,8,13
1,Omnideck,-1.0,10,11
1,Omnideck,-0.875,10,10
1,Omnideck,-0.75,12,10
1,Omnideck,-0.625,12,9
1,Omnideck,-0.5,10,9
1,Omnideck,-0.375,11,9
1,Omnideck,-0.25,10,8
1,Omnideck,-0.125,8,7
1,Omnideck,0.0,9,9
