Participant,Condition,Time,LDA_Errors,SVM_Errors
14,Joystick,-6.0,10,12
14,Joystick,-5.875,11,13
14,Joystick,-5.75,12,11
14,Joystick,-5.625,13,13
14,Joystick,-5.5,11,13
14,Joystick,-5.375,11,13
14,Joystick,-5.25,11,12
14,Joystick,-5.125,13,12
14,Joystick,-5.0,14,10
14,Joystick,-4.875,14,11
14,Joystick,-4.75,14,10
14,Joystick,-4.625,11,12
14,Joystick,-4.5,12,11
14,Joystick,-4.375,11,12
14,Joystick,-4.25,11,12
14,Joystick,-4.125,13,13
14,Joystick,-4.0,14,13
14,Joystick,-3.875,13,12
14,Joystick,-3.75,13,11
14,Joystick,-3.625,13,11
14,Joystick,-3.5,11,11
14,Joystick,-3.375,11,11
14,Joystick,-3.25,11,12
14,Joystick,-3.125,11,11
14,Joystick,-3.0,11,12
14,Joystick,-2.875,9,12
14,Joystick,-2.75,9,11
14,Joystick,-2.625,12,11
14,Joystick,-2.5,14,7
14,Joystick,-2.375,23,30
14,Joystick,-2.25,22,28
14,Joystick,-2.125,22,26
14,Joystick,-2.0,19,23
14,Joystick,-1.875,20,22
14,Joystick,-1.75,20,21
14,Joystick,-1.625,18,19
14,Joystick,-1.5,15,12
14,Joystick,-1.375,15,12
14,Joystick,-1.25,14,11
14,Joystick,-1.125,14,11
14,Joystick,-1.0,14,9
14,Joystick,-0.875,16,7
14,Joystick,-0.75,15,8
14,Joystick,-0.625,15,6
14,Joystick,-0.5,12,6
14,Joystick,-0.375,12,6
14,Joystick,-0.25,12,4
14,Joystick,-0.125,10,4
14,Joystick,0.0,17,5
