Participant,Condition,Time,LDA_Errors,SVM_Errors
5,Omnideck,-6.0,10,7
5,Omnideck,-5.875,10,14
5,Omnideck,-5.75,9,15
5,Omnideck,-5.625,11,15
5,Omnideck,-5.5,12,16
5,Omnideck,-5.375,12,15
5,Omnideck,-5.25,12,15
5,Omnideck,-5.125,10,15
5,Omnideck,-5.0,11,13
5,Omnideck,-4.875,9,11
5,Omnideck,-4.75,10,10
5,Omnideck,-4.625,11,11
5,Omnideck,-4.5,12,11
5,Omnideck,-4.375,12,11
5,Omnideck,-4.25,15,11
5,Omnideck,-4.125,16,11
5,Omnideck,-4.0,17,12
5,Omnideck,-3.875,17,13
5,Omnideck,-3.75,16,14
5,Omnideck,-3.625,17,14
5,Omnideck,-3.5,13,15
5,Omnideck,-3.375,12,14
5,Omnideck,-3.25,12,15
5,Omnideck,-3.125,13,13
5,Omnideck,-3.0,15,12
5,Omnideck,-2.875,13,13
5,Omnideck,-2.75,13,15
5,Omnideck,-2.625,12,17
5,Omnideck,-2.5,12,17
5,Omnideck,-2.375,25,23
5,Omnideck,-2.25,25,23
5,Omnideck,-2.125,22,20
5,Omnideck,-2.0,20,22
5,Omnideck,-1.875,19,23
5,Omnideck,-1.75,20,25
5,Omnideck,-1.625,22,23
5,Omnideck,-1.5,26,22
5,Omnideck,-1.375,26,19
5,Omnideck,-1.25,24,20
5,Omnideck,-1.125,23,22
5,Omnideck,-1.0,23,24
5,Omnideck,-0.875,26,24
5,Omnideck,-0.75,25,23
5,Omnideck,-0.625,25,23
5,Omnideck,-0.5,26,23
5,Omnideck,-0.375,23,23
5,Omnideck,-0.25,23,23
5,Omnideck,-0.125,24,23
5,Omnideck,0.0,29,27
