Participant,Condition,Time,LDA_Errors,SVM_Errors
10,Omnideck,-6.0,8,7
10,Omnideck,-5.875,9,7
10,Omnideck,-5.75,8,9
10,Omnideck,-5.625,10,10
10,Omnideck,-5.5,11,11
10,Omnideck,-5.375,9,11
10,Omnideck,-5.25,9,10
10,Omnideck,-5.125,8,8
10,Omnideck,-5.0,7,10
10,Omnideck,-4.875,9,10
10,Omnideck,-4.75,9,9
10,Omnideck,-4.625,9,8
10,Omnideck,-4.5,9,9
10,Omnideck,-4.375,9,9
10,Omnideck,-4.25,10,10
10,Omnideck,-4.125,9,10
10,Omnideck,-4.0,8,11
10,Omnideck,-3.875,8,10
10,Omnideck,-3.75,8,8
10,Omnideck,-3.625,10,5
10,Omnideck,-3.5,8,8
10,Omnideck,-3.375,9,7
10,Omnideck,-3.25,10,7
10,Omnideck,-3.125,8,7
10,Omnideck,-3.0,10,7
10,Omnideck,-2.875,10,5
10,Omnideck,-2.75,9,8
10,Omnideck,-2.625,10,9
10,Omnideck,-2.5,11,11
10,Omnideck,-2.375,26,24
10,Omnideck,-2.25,26,24
10,Omnideck,-2.125,25,25
10,Omnideck,-2.0,18,25
10,Omnideck,-1.875,18,26
10,Omnideck,-1.75,17,24
10,Omnideck,-1.625,17,20
10,Omnideck,-1.5,15,16
10,Omnideck,-1.375,14,13
10,Omnideck,-1.25,14,13
10,Omnideck,-1.125,12,11
10,Omnideck,-1.0,11,8
10,Omnideck,-0.875,12,9
10,Omnideck,-0.75,12,8
10,Omnideck,-0.625,12,8
10,Omnideck,-0.5,12,10
10,Omnideck,-0.375,13,12
10,Omnideck,-0.25,12,11
10,Omnideck,-0.125,9,15
10,Omnideck,0.0,18,13
