Participant,Condition,Time,LDA_Errors,SVM_Errors
12,Joystick,-6.0,15,6
12,Joystick,-5.875,14,10
12,Joystick,-5.75,11,10
12,Joystick,-5.625,12,14
12,Joystick,-5.5,13,16
12,Joystick,-5.375,14,14
12,Joystick,-5.25,14,15
12,Joystick,-5.125,12,14
12,Joystick,-5.0,9,11
12,Joystick,-4.875,8,10
12,Joystick,-4.75,6,10
12,Joystick,-4.625,7,9
12,Joystick,-4.5,7,9
12,Joystick,-4.375,7,10
12,Joystick,-4.25,5,11
12,Joystick,-4.125,5,11
12,Joystick,-4.0,7,9
12,Joystick,-3.875,7,9
12,Joystick,-3.75,7,10
12,Joystick,-3.625,6,10
12,Joystick,-3.5,5,12
12,Joystick,-3.375,5,13
12,Joystick,-3.25,6,13
12,Joystick,-3.125,8,15
12,Joystick,-3.0,12,16
12,Joystick,-2.875,12,13
12,Joystick,-2.75,16,13
12,Joystick,-2.625,16,13
12,Joystick,-2.5,16,13
12,Joystick,-2.375,22,27
12,Joystick,-2.25,24,25
12,Joystick,-2.125,24,26
12,Joystick,-2.0,25,25
12,Joystick,-1.875,27,26
12,Joystick,-1.75,27,26
12,Joystick,-1.625,26,25
12,Joystick,-1.5,25,21
12,Joystick,-1.375,24,21
12,Joystick,-1.25,21,19
12,Joystick,-1.125,20,18
12,Joystick,-1.0,17,19
12,Joystick,-0.875,20,19
12,Joystick,-0.75,24,18
12,Joystick,-0.625,22,16
12,Joystick,-0.5,23,16
12,Joystick,-0.375,22,16
12,Joystick,-0.25,23,17
12,Joystick,-0.125,22,17
12,Joystick,0.0,20,18
