Participant,Condition,Time,LDA_Errors,SVM_Errors
6,Joystick,-6.0,17,7
6,Joystick,-5.875,15,8
6,Joystick,-5.75,17,9
6,Joystick,-5.625,15,11
6,Joystick,-5.5,12,13
6,Joystick,-5.375,15,13
6,Joystick,-5.25,16,13
6,Joystick,-5.125,16,13
6,Joystick,-5.0,15,13
6,Joystick,-4.875,14,13
6,Joystick,-4.75,15,10
6,Joystick,-4.625,14,10
6,Joystick,-4.5,12,8
6,Joystick,-4.375,11,8
6,Joystick,-4.25,14,11
6,Joystick,-4.125,14,11
6,Joystick,-4.0,13,13
6,Joystick,-3.875,12,14
6,Joystick,-3.75,12,12
6,Joystick,-3.625,13,11
6,Joystick,-3.5,14,10
6,Joystick,-3.375,13,10
6,Joystick,-3.25,12,10
6,Joystick,-3.125,11,9
6,Joystick,-3.0,11,11
6,Joystick,-2.875,11,12
6,Joystick,-2.75,12,13
6,Joystick,-2.625,10,13
6,Joystick,-2.5,11,16
6,Joystick,-2.375,28,20
6,Joystick,-2.25,30,19
6,Joystick,-2.125,30,17
6,Joystick,-2.0,28,17
6,Joystick,-1.875,27,18
6,Joystick,-1.75,26,19
6,Joystick,-1.625,25,20
6,Joystick,-1.5,25,22
6,Joystick,-1.375,22,21
6,Joystick,-1.25,19,20
6,Joystick,-1.125,16,19
6,Joystick,-1.0,17,17
6,Joystick,-0.875,16,18
6,Joystick,-0.75,15,15
6,Joystick,-0.625,15,14
6,Joystick,-0.5,15,14
6,Joystick,-0.375,15,15
6,Joystick,-0.25,17,18
6,Joystick,-0.125,20,16
6,Joystick,0.0,30,18
