Participant,Condition,Time,LDA_Errors,SVM_Errors
10,Joystick,-6.0,8,7
10,Joystick,-5.875,9,6
10,Joystick,-5.75,8,6
10,Joystick,-5.625,7,5
10,Joystick,-5.5,7,5
10,Joystick,-5.375,7,5
10,Joystick,-5.25,6,7
10,Joystick,-5.125,7,7
10,Joystick,-5.0,7,8
10,Joystick,-4.875,8,10
10,Joystick,-4.75,10,9
10,Joystick,-4.625,8,8
10,Joystick,-4.5,7,7
10,Joystick,-4.375,7,5
10,Joystick,-4.25,7,5
10,Joystick,-4.125,5,5
10,Joystick,-4.0,7,8
10,Joystick,-3.875,8,9
10,Joystick,-3.75,9,8
10,Joystick,-3.625,10,8
10,Joystick,-3.5,13,10
10,Joystick,-3.375,11,13
10,Joystick,-3.25,11,11
10,Joystick,-3.125,10,12
10,Joystick,-3.0,12,14
10,Joystick,-2.875,15,13
10,Joystick,-2.75,16,14
10,Joystick,-2.625,18,14
10,Joystick,-2.5,16,12
10,Joystick,-2.375,21,24
10,Joystick,-2.25,22,23
10,Joystick,-2.125,22,23
10,Joystick,-2.0,19,22
10,Joystick,-1.875,19,21
10,Joystick,-1.75,18,20
10,Joystick,-1.625,16,20
10,Joystick,-1.5,15,19
10,Joystick,-1.375,13,20
10,Joystick,-1.25,14,18
10,Joystick,-1.125,13,14
10,Joystick,-1.0,11,12
10,Joystick,-0.875,12,14
10,Joystick,-0.75,12,13
10,Joystick,-0.625,12,13
10,Joystick,-0.5,11,13
10,Joystick,-0.375,9,13
10,Joystick,-0.25,10,13
10,Joystick,-0.125,10,11
10,Joystick,0.0,11,9
