Participant,Condition,Time,LDA_Errors,SVM_Errors
5,Joystick,-6.0,6,5
5,Joystick,-5.875,5,6
5,Joystick,-5.75,5,7
5,Joystick,-5.625,5,7
5,Joystick,-5.5,7,7
5,Joystick,-5.375,6,6
5,Joystick,-5.25,4,5
5,Joystick,-5.125,5,5
5,Joystick,-5.0,4,6
5,Joystick,-4.875,4,5
5,Joystick,-4.75,4,5
5,Joystick,-4.625,3,6
5,Joystick,-4.5,3,5
5,Joystick,-4.375,3,6
5,Joystick,-4.25,4,5
5,Joystick,-4.125,4,4
5,Joystick,-4.0,4,4
5,Joystick,-3.875,6,5
5,Joystick,-3.75,5,6
5,Joystick,-3.625,6,5
5,Joystick,-3.5,7,7
5,Joystick,-3.375,4,6
5,Joystick,-3.25,5,7
5,Joystick,-3.125,5,8
5,Joystick,-3.0,6,8
5,Joystick,-2.875,8,10
5,Joystick,-2.75,12,14
5,Joystick,-2.625,13,15
5,Joystick,-2.5,18,17
5,Joystick,-2.375,20,17
5,Joystick,-2.25,16,15
5,Joystick,-2.125,11,13
5,Joystick,-2.0,10,10
5,Joystick,-1.875,8,10
5,Joystick,-1.75,7,9
5,Joystick,-1.625,6,9
5,Joystick,-1.5,6,8
5,Joystick,-1.375,8,9
5,Joystick,-1.25,7,12
5,Joystick,-1.125,9,12
5,Joystick,-1.0,9,10
5,Joystick,-0.875,11,10
5,Joystick,-0.75,11,11
5,Joystick,-0.625,12,11
5,Joystick,-0.5,9,13
5,Joystick,-0.375,8,13
5,Joystick,-0.25,10,13
5,Joystick,-0.125,11,11
5,Joystick,0.0,15,12
