Participant,Condition,Time,LDA_Errors,SVM_Errors
2,Omnideck,-6.0,5,4
2,Omnideck,-5.875,6,7
2,Omnideck,-5.75,5,8
2,Omnideck,-5.625,5,9
2,Omnideck,-5.5,9,10
2,Omnideck,-5.375,10,11
2,Omnideck,-5.25,11,10
2,Omnideck,-5.125,10,9
2,Omnideck,-5.0,9,10
2,Omnideck,-4.875,7,11
2,Omnideck,-4.75,8,9
2,Omnideck,-4.625,8,8
2,Omnideck,-4.5,9,10
2,Omnideck,-4.375,10,10
2,Omnideck,-4.25,9,10
2,Omnideck,-4.125,8,10
2,Omnideck,-4.0,7,8
2,Omnideck,-3.875,8,8
2,Omnideck,-3.75,9,9
2,Omnideck,-3.625,7,10
2,Omnideck,-3.5,9,11
2,Omnideck,-3.375,10,12
2,Omnideck,-3.25,9,12
2,Omnideck,-3.125,10,10
2,Omnideck,-3.0,10,10
2,Omnideck,-2.875,10,11
2,Omnideck,-2.75,11,12
2,Omnideck,-2.625,13,14
2,Omnideck,-2.5,15,15
2,Omnideck,-2.375,22,24
2,Omnideck,-2.25,23,21
2,Omnideck,-2.125,24,20
2,Omnideck,-2.0,21,21
2,Omnideck,-1.875,21,20
2,Omnideck,-1.75,20,19
2,Omnideck,-1.625,20,19
2,Omnideck,-1.5,18,18
2,Omnideck,-1.375,18,18
2,Omnideck,-1.25,16,19
2,Omnideck,-1.125,16,19
2,Omnideck,-1.0,17,18
2,Omnideck,-0.875,16,19
2,Omnideck,-0.75,15,21
2,Omnideck,-0.625,19,20
2,Omnideck,-0.5,19,17
2,Omnideck,-0.375,20,17
2,Omnideck,-0.25,16,17
2,Omnideck,-0.125,17,15
2,Omnideck,0.0,18,15
