Participant,Condition,Time,LDA_Errors,SVM_Errors
12,Leaning,-6.0,9,7
12,Leaning,-5.875,8,6
12,Leaning,-5.75,6,7
12,Leaning,-5.625,6,7
12,Leaning,-5.5,7,9
12,Leaning,-5.375,7,9
12,Leaning,-5.25,7,8
12,Leaning,-5.125,6,8
12,Leaning,-5.0,6,8
12,Leaning,-4.875,6,9
12,Leaning,-4.75,7,7
12,Leaning,-4.625,7,6
12,Leaning,-4.5,6,8
12,Leaning,-4.375,5,7
12,Leaning,-4.25,6,8
12,Leaning,-4.125,6,7
12,Leaning,-4.0,6,11
12,Leaning,-3.875,9,14
12,Leaning,-3.75,10,15
12,Leaning,-3.625,10,15
12,Leaning,-3.5,11,15
12,Leaning,-3.375,11,16
12,Leaning,-3.25,12,17
12,Leaning,-3.125,11,12
12,Leaning,-3.0,11,12
12,Leaning,-2.875,12,10
12,Leaning,-2.75,13,13
12,Leaning,-2.625,14,12
12,Leaning,-2.5,13,12
12,Leaning,-2.375,23,26
12,Leaning,-2.25,21,23
12,Leaning,-2.125,20,23
12,Leaning,-2.0,19,21
12,Leaning,-1.875,18,22
12,Leaning,-1.75,19,21
12,Leaning,-1.625,18,21
12,Leaning,-1.5,16,21
12,Leaning,-1.375,18,19
12,Leaning,-1.25,17,19
12,Leaning,-1.125,17,19
12,Leaning,-1.0,15,19
12,Leaning,-0.875,15,21
12,Leaning,-0.75,15,18
12,Leaning,-0.625,15,17
12,Leaning,-0.5,17,17
12,Leaning,-0.375,18,16
12,Leaning,-0.25,18,16
12,Leaning,-0.125,17,18
12,Leaning,0.0,20,22
