Participant,Condition,Time,LDA_Errors,SVM_Errors
8,Leaning,-6.0,12,7
8,Leaning,-5.875,11,10
8,Leaning,-5.75,11,11
8,Leaning,-5.625,13,12
8,Leaning,-5.5,12,12
8,Leaning,-5.375,11,14
8,Leaning,-5.25,12,12
8,Leaning,-5.125,11,11
8,Leaning,-5.0,12,12
8,Leaning,-4.875,11,13
8,Leaning,-4.75,11,13
8,Leaning,-4.625,12,14
8,Leaning,-4.5,14,15
8,Leaning,-4.375,14,14
8,Leaning,-4.25,14,13
8,Leaning,-4.125,11,10
8,Leaning,-4.0,8,10
8,Leaning,-3.875,8,7
8,Leaning,-3.75,8,5
8,Leaning,-3.625,7,5
8,Leaning,-3.5,3,8
8,Leaning,-3.375,4,8
8,Leaning,-3.25,6,8
8,Leaning,-3.125,8,8
8,Leaning,-3.0,11,8
8,Leaning,-2.875,13,9
8,Leaning,-2.75,13,10
8,Leaning,-2.625,13,14
8,Leaning,-2.5,15,17
8,Leaning,-2.375,20,22
8,Leaning,-2.25,20,20
8,Leaning,-2.125,18,19
8,Leaning,-2.0,17,17
8,Leaning,-1.875,18,14
8,Leaning,-1.75,18,14
8,Leaning,-1.625,18,12
8,Leaning,-1.5,14,11
8,Leaning,-1.375,15,13
8,Leaning,-1.25,13,16
8,Leaning,-1.125,13,16
8,Leaning,-1.0,15,15
8,Leaning,-0.875,16,15
8,Leaning,-0.75,15,12
8,Leaning,-0.625,18,10
8,Leaning,-0.5,15,11
8,Leaning,-0.375,16,14
8,Leaning,-0.25,15,14
8,Leaning,-0.125,14,13
8,Leaning,0.0,19,15
