Participant,Condition,Time,LDA_Errors,SVM_Errors
7,Omnideck,-6.0,6,7
7,Omnideck,-5.875,7,8
7,Omnideck,-5.75,7,7
7,Omnideck,-5.625,9,5
7,Omnideck,-5.5,6,6
7,Omnideck,-5.375,5,6
7,Omnideck,-5.25,5,7
7,Omnideck,-5.125,6,6
7,Omnideck,-5.0,7,8
7,Omnideck,-4.875,8,6
7,Omnideck,-4.75,8,7
7,Omnideck,-4.625,6,8
7,Omnideck,-4.5,5,8
7,Omnideck,-4.375,6,8
7,Omnideck,-4.25,5,9
7,Omnideck,-4.125,6,7
7,Omnideck,-4.0,7,6
7,Omnideck,-3.875,7,5
7,Omnideck,-3.75,7,6
7,Omnideck,-3.625,9,6
7,Omnideck,-3.5,9,8
7,Omnideck,-3.375,5,9
7,Omnideck,-3.25,6,9
7,Omnideck,-3.125,5,9
7,Omnideck,-3.0,8,10
7,Omnideck,-2.875,8,12
7,Omnideck,-2.75,11,11
7,Omnideck,-2.625,12,10
7,Omnideck,-2.5,14,12
7,Omnideck,-2.375,24,21
7,Omnideck,-2.25,22,19
7,Omnideck,-2.125,18,18
7,Omnideck,-2.0,15,15
7,Omnideck,-1.875,16,16
7,Omnideck,-1.75,15,16
7,Omnideck,-1.625,15,18
7,Omnideck,-1.5,14,16
7,Omnideck,-1.375,15,18
7,Omnideck,-1.25,15,15
7,Omnideck,-1.125,16,14
7,Omnideck,-1.0,17,15
7,Omnideck,-0.875,14,15
7,Omnideck,-0.75,14,14
7,Omnideck,-0.625,15,14
7,Omnideck,-0.5,14,13
7,Omnideck,-0.375,13,13
7,Omnideck,-0.25,12,13
7,Omnideck,-0.125,13,14
7,Omnideck,0.0,16,16
