Participant,Condition,Time,LDA_Errors,SVM_Errors
8,Omnideck,-6.0,7,5
8,Omnideck,-5.875,7,9
8,Omnideck,-5.75,8,11
8,Omnideck,-5.625,9,11
8,Omnideck,-5.5,10,10
8,Omnideck,-5.375,10,8
8,Omnideck,-5.25,11,6
8,Omnideck,-5.125,11,6
8,Omnideck,-5.0,11,6
8,Omnideck,-4.875,11,7
8,Omnideck,-4.75,11,8
8,Omnideck,-4.625,11,10
8,Omnideck,-4.5,10,14
8,Omnideck,-4.375,11,13
8,Omnideck,-4.25,9,12
8,Omnideck,-4.125,9,13
8,Omnideck,-4.0,8,12
8,Omnideck,-3.875,8,12
8,Omnideck,-3.75,11,9
8,Omnideck,-3.625,12,6
8,Omnideck,-3.5,11,9
8,Omnideck,-3.375,12,11
8,Omnideck,-3.25,10,13
8,Omnideck,-3.125,12,15
8,Omnideck,-3.0,9,16
8,Omnideck,-2.875,8,14
8,Omnideck,-2.75,10,14
8,Omnideck,-2.625,10,13
8,Omnideck,-2.5,12,13
8,Omnideck,-2.375,24,25
8,Omnideck,-2.25,23,26
8,Omnideck,-2.125,23,25
8,Omnideck,-2.0,23,23
8,Omnideck,-1.875,21,25
8,Omnideck,-1.75,21,24
8,Omnideck,-1.625,21,24
8,Omnideck,-1.5,20,24
8,Omnideck,-1.375,20,25
8,Omnideck,-1.25,18,21
8,Omnideck,-1.125,21,23
8,Omnideck,-1.0,18,23
8,Omnideck,-0.875,19,22
8,Omnideck,-0.75,21,22
8,Omnideck,-0.625,22,21
8,Omnideck,-0.5,22,23
8,Omnideck,-0.375,21,23
8,Omnideck,-0.25,22,26
8,Omnideck,-0.125,20,25
8,Omnideck,0.0,20,24
