Participant,Condition,Time,LDA_Errors,SVM_Errors
8,Leaning,-5.0,10,2
8,Leaning,-4.875,9,5
8,Leaning,-4.75,9,5
8,Leaning,-4.625,11,4
8,Leaning,-4.5,11,5
8,Leaning,-4.375,11,5
8,Leaning,-4.25,11,5
8,Leaning,-4.125,10,6
8,Leaning,-4.0,9,4
8,Leaning,-3.875,10,4
8,Leaning,-3.75,12,6
8,Leaning,-3.625,12,6
8,Leaning,-3.5,12,9
8,Leaning,-3.375,12,9
8,Leaning,-3.25,12,8
8,Leaning,-3.125,11,8
8,Leaning,-3.0,10,5
8,Leaning,-2.875,10,4
8,Leaning,-2.75,10,5
8,Leaning,-2.625,9,6
8,Leaning,-2.5,10,5
8,Leaning,-2.375,8,6
8,Leaning,-2.25,9,6
8,Leaning,-2.125,7,6
8,Leaning,-2.0,8,6
8,Leaning,-1.875,10,5
8,Leaning,-1.75,11,5
8,Leaning,-1.625,9,6
8,Leaning,-1.5,8,6
8,Leaning,-1.375,31,29
8,Leaning,-1.25,29,28
8,Leaning,-1.125,27,24
8,Leaning,-1.0,19,19
8,Leaning,-0.875,18,17
8,Leaning,-0.75,18,12
8,Leaning,-0.625,19,12
8,Leaning,-0.5,19,13
8,Leaning,-0.375,14,13
8,Leaning,-0.25,12,13
8,Leaning,-0.125,13,13
8,Leaning,0.0,13,11
8,Leaning,0.125,15,11
8,Leaning,0.25,15,11
8,Leaning,0.375,15,11
8,Leaning,0.5,17,9
8,Leaning,0.625,17,9
8,Leaning,0.75,18,9
8,Leaning,0.875,18,11
8,Leaning,1.0,24,13
