Participant,Condition,Time,LDA_Errors,SVM_Errors
1,Omnideck,-5.0,10,8
1,Omnideck,-4.875,9,8
1,Omnideck,-4.75,8,8
1,Omnideck,-4.625,8,9
1,Omnideck,-4.5,10,9
1,Omnideck,-4.375,9,11
1,Omnideck,-4.25,9,11
1,Omnideck,-4.125,10,10
1,Omnideck,-4.0,12,12
1,Omnideck,-3.875,12,10
1,Omnideck,-3.75,11,10
1,Omnideck,-3.625,11,9
1,Omnideck,-3.5,12,9
1,Omnideck,-3.375,11,10
1,Omnideck,-3.25,10,10
1,Omnideck,-3.125,10,13
1,Omnideck,-3.0,9,10
1,Omnideck,-2.875,9,9
1,Omnideck,-2.75,6,9
1,Omnideck,-2.625,6,7
1,Omnideck,-2.5,7,9
1,Omnideck,-2.375,7,9
1,Omnideck,-2.25,8,9
1,Omnideck,-2.125,8,8
1,Omnideck,-2.0,7,7
1,Omnideck,-1.875,8,8
1,Omnideck,-1.75,7,9
1,Omnideck,-1.625,8,10
1,Omnideck,-1.5,12,13
1,Omnideck,-1.375,22,20
1,Omnideck,-1.25,19,19
1,Omnideck,-1.125,19,16
1,Omnideck,-1.0,16,15
1,Omnideck,-0.875,16,15
1,Omnideck,-0.75,15,15
1,Omnideck,-0.625,14,15
1,Omnideck,-0.5,14,13
1,Omnideck,-0.375,13,14
1,Omnideck,-0.25,13,13
1,Omnideck,-0.125,13,14
1,Omnideck,0.0,14,14
1,Omnideck,0.125,15,15
1,Omnideck,0.25,15,16
1,Omnideck,0.375,14,16
1,Omnideck,0.5,15,15
1,Omnideck,0.625,17,15
1,Omnideck,0.75,19,17
1,Omnideck,0.875,20,19
1,Omnideck,1.0,21,21
