Participant,Condition,Time,LDA_Errors,SVM_Errors
13,Omnideck,-5.0,10,3
13,Omnideck,-4.875,10,4
13,Omnideck,-4.75,9,5
13,Omnideck,-4.625,8,5
13,Omnideck,-4.5,8,6
13,Omnideck,-4.375,8,7
13,Omnideck,-4.25,9,7
13,Omnideck,-4.125,7,6
13,Omnideck,-4.0,8,6
13,Omnideck,-3.875,7,6
13,Omnideck,-3.75,9,7
13,Omnideck,-3.625,9,8
13,Omnideck,-3.5,6,7
13,Omnideck,-3.375,6,6
13,Omnideck,-3.25,5,5
13,Omnideck,-3.125,4,3
13,Omnideck,-3.0,2,3
13,Omnideck,-2.875,3,3
13,Omnideck,-2.75,2,4
13,Omnideck,-2.625,4,2
13,Omnideck,-2.5,4,6
13,Omnideck,-2.375,4,5
13,Omnideck,-2.25,5,4
13,Omnideck,-2.125,4,7
13,Omnideck,-2.0,6,9
13,Omnideck,-1.875,5,10
13,Omnideck,-1.75,8,9
13,Omnideck,-1.625,9,8
13,Omnideck,-1.5,17,14
13,Omnideck,-1.375,18,22
13,Omnideck,-1.25,16,22
13,Omnideck,-1.125,12,17
13,Omnideck,-1.0,10,15
13,Omnideck,-0.875,12,13
13,Omnideck,-0.75,11,12
13,Omnideck,-0.625,11,8
13,Omnideck,-0.5,10,7
13,Omnideck,-0.375,10,7
13,Omnideck,-0.25,10,6
13,Omnideck,-0.125,9,7
13,Omnideck,0.0,9,6
13,Omnideck,0.125,11,6
13,Omnideck,0.25,14,7
13,Omnideck,0.375,12,9
13,Omnideck,0.5,16,9
13,Omnideck,0.625,17,8
13,Omnideck,0.75,20,9
13,Omnideck,0.875,22,9
13,Omnideck,1.0,23,9
