Participant,Condition,Time,LDA_Errors,SVM_Errors
10,Joystick,-5.0,15,4
10,Joystick,-4.875,16,6
10,Joystick,-4.75,15,5
10,Joystick,-4.625,15,5
10,Joystick,-4.5,14,6
10,Joystick,-4.375,14,6
10,Joystick,-4.25,15,7
10,Joystick,-4.125,16,9
10,Joystick,-4.0,14,10
10,Joystick,-3.875,15,9
10,Joystick,-3.75,13,11
10,Joystick,-3.625,12,10
10,Joystick,-3.5,11,8
10,Joystick,-3.375,9,8
10,Joystick,-3.25,7,8
10,Joystick,-3.125,6,5
10,Joystick,-3.0,2,2
10,Joystick,-2.875,3,1
10,Joystick,-2.75,3,1
10,Joystick,-2.625,3,1
10,Joystick,-2.5,3,0
10,Joystick,-2.375,4,1
10,Joystick,-2.25,2,1
10,Joystick,-2.125,3,2
10,Joystick,-2.0,4,5
10,Joystick,-1.875,4,7
10,Joystick,-1.75,4,8
10,Joystick,-1.625,5,10
10,Joystick,-1.5,13,14
10,Joystick,-1.375,25,20
10,Joystick,-1.25,23,15
10,Joystick,-1.125,23,13
10,Joystick,-1.0,15,6
10,Joystick,-0.875,15,4
10,Joystick,-0.75,15,4
10,Joystick,-0.625,11,3
10,Joystick,-0.5,8,2
10,Joystick,-0.375,9,3
10,Joystick,-0.25,8,3
10,Joystick,-0.125,9,3
10,Joystick,0.0,10,4
10,Joystick,0.125,12,5
10,Joystick,0.25,13,6
10,Joystick,0.375,16,7
10,Joystick,0.5,18,9
10,Joystick,0.625,20,8
10,Joystick,0.75,22,9
10,Joystick,0.875,22,8
10,Joystick,1.0,24,10
