Participant,Condition,Time,LDA_Errors,SVM_Errors
11,Omnideck,-5.0,10,6
11,Omnideck,-4.875,7,4
11,Omnideck,-4.75,7,4
11,Omnideck,-4.625,6,4
11,Omnideck,-4.5,8,5
11,Omnideck,-4.375,8,3
11,Omnideck,-4.25,10,3
11,Omnideck,-4.125,10,2
11,Omnideck,-4.0,9,5
11,Omnideck,-3.875,8,7
11,Omnideck,-3.75,7,7
11,Omnideck,-3.625,6,7
11,Omnideck,-3.5,6,8
11,Omnideck,-3.375,7,8
11,Omnideck,-3.25,7,9
11,Omnideck,-3.125,7,9
11,Omnideck,-3.0,7,9
11,Omnideck,-2.875,5,9
11,Omnideck,-2.75,5,8
11,Omnideck,-2.625,7,8
11,Omnideck,-2.5,9,8
11,Omnideck,-2.375,10,10
11,Omnideck,-2.25,9,9
11,Omnideck,-2.125,9,9
11,Omnideck,-2.0,10,9
11,Omnideck,-1.875,8,12
11,Omnideck,-1.75,10,11
11,Omnideck,-1.625,12,10
11,Omnideck,-1.5,11,13
11,Omnideck,-1.375,27,23
11,Omnideck,-1.25,21,21
11,Omnideck,-1.125,18,19
11,Omnideck,-1.0,14,17
11,Omnideck,-0.875,14,14
11,Omnideck,-0.75,12,14
11,Omnideck,-0.625,10,14
11,Omnideck,-0.5,10,10
11,Omnideck,-0.375,8,10
11,Omnideck,-0.25,8,10
11,Omnideck,-0.125,8,10
11,Omnideck,0.0,6,8
11,Omnideck,0.125,7,9
11,Omnideck,0.25,9,9
11,Omnideck,0.375,9,8
11,Omnideck,0.5,12,11
11,Omnideck,0.625,12,10
11,Omnideck,0.75,11,10
11,Omnideck,0.875,14,11
11,Omnideck,1.0,14,9
