Participant,Condition,Time,LDA_Errors,SVM_Errors
8,Omnideck,-5.0,13,10
8,Omnideck,-4.875,13,12
8,Omnideck,-4.75,16,13
8,Omnideck,-4.625,16,13
8,Omnideck,-4.5,13,11
8,Omnideck,-4.375,13,10
8,Omnideck,-4.25,14,11
8,Omnideck,-4.125,16,11
8,Omnideck,-4.0,15,9
8,Omnideck,-3.875,16,9
8,Omnideck,-3.75,15,8
8,Omnideck,-3.625,13,9
8,Omnideck,-3.5,14,10
8,Omnideck,-3.375,12,9
8,Omnideck,-3.25,13,10
8,Omnideck,-3.125,9,10
8,Omnideck,-3.0,8,9
8,Omnideck,-2.875,9,8
8,Omnideck,-2.75,9,6
8,Omnideck,-2.625,10,6
8,Omnideck,-2.5,8,9
8,Omnideck,-2.375,11,10
8,Omnideck,-2.25,9,9
8,Omnideck,-2.125,7,9
8,Omnideck,-2.0,5,8
8,Omnideck,-1.875,6,7
8,Omnideck,-1.75,7,6
8,Omnideck,-1.625,8,5
8,Omnideck,-1.5,6,11
8,Omnideck,-1.375,32,25
8,Omnideck,-1.25,32,24
8,Omnideck,-1.125,32,22
8,Omnideck,-1.0,24,18
8,Omnideck,-0.875,20,15
8,Omnideck,-0.75,18,14
8,Omnideck,-0.625,17,11
8,Omnideck,-0.5,16,8
8,Omnideck,-0.375,14,10
8,Omnideck,-0.25,14,9
8,Omnideck,-0.125,15,8
8,Omnideck,0.0,16,8
8,Omnideck,0.125,15,11
8,Omnideck,0.25,15,11
8,Omnideck,0.375,14,13
8,Omnideck,0.5,19,15
8,Omnideck,0.625,20,16
8,Omnideck,0.75,20,15
8,Omnideck,0.875,23,16
8,Omnideck,1.0,24,17
