Participant,Condition,Time,LDA_Errors,SVM_Errors
3,Leaning,-5.0,8,8
3,Leaning,-4.875,4,6
3,Leaning,-4.75,5,6
3,Leaning,-4.625,5,5
3,Leaning,-4.5,4,5
3,Leaning,-4.375,4,5
3,Leaning,-4.25,5,4
3,Leaning,-4.125,4,2
3,Leaning,-4.0,4,2
3,Leaning,-3.875,5,2
3,Leaning,-3.75,5,2
3,Leaning,-3.625,5,3
3,Leaning,-3.5,6,2
3,Leaning,-3.375,6,4
3,Leaning,-3.25,5,5
3,Leaning,-3.125,6,7
3,Leaning,-3.0,5,8
3,Leaning,-2.875,7,9
3,Leaning,-2.75,9,10
3,Leaning,-2.625,8,9
3,Leaning,-2.5,11,9
3,Leaning,-2.375,11,10
3,Leaning,-2.25,10,11
3,Leaning,-2.125,8,10
3,Leaning,-2.0,8,12
3,Leaning,-1.875,9,12
3,Leaning,-1.75,10,12
3,Leaning,-1.625,13,14
3,Leaning,-1.5,17,14
3,Leaning,-1.375,19,22
3,Leaning,-1.25,16,19
3,Leaning,-1.125,15,18
3,Leaning,-1.0,11,13
3,Leaning,-0.875,11,12
3,Leaning,-0.75,11,11
3,Leaning,-0.625,11,11
3,Leaning,-0.5,10,12
3,Leaning,-0.375,8,10
3,Leaning,-0.25,7,9
3,Leaning,-0.125,6,10
3,Leaning,0.0,7,9
3,Leaning,0.125,7,8
3,Leaning,0.25,7,10
3,Leaning,0.375,7,10
3,Leaning,0.5,7,9
3,Leaning,0.625,7,9
3,Leaning,0.75,8,9
3,Leaning,0.875,9,10
3,Leaning,1.0,11,11
