Participant,Condition,Time,LDA_Errors,SVM_Errors
10,Leaning,-5.0,11,6
10,Leaning,-4.875,10,7
10,Leaning,-4.75,8,6
10,Leaning,-4.625,7,9
10,Leaning,-4.5,8,11
10,Leaning,-4.375,8,14
10,Leaning,-4.25,12,13
10,Leaning,-4.125,12,11
10,Leaning,-4.0,13,12
10,Leaning,-3.875,15,11
10,Leaning,-3.75,14,12
10,Leaning,-3.625,13,12
10,Leaning,-3.5,14,10
10,Leaning,-3.375,11,10
10,Leaning,-3.25,9,13
10,Leaning,-3.125,6,15
10,Leaning,-3.0,9,14
10,Leaning,-2.875,8,13
10,Leaning,-2.75,7,13
10,Leaning,-2.625,5,10
10,Leaning,-2.5,3,9
10,Leaning,-2.375,3,7
10,Leaning,-2.25,3,7
10,Leaning,-2.125,3,5
10,Leaning,-2.0,5,6
10,Leaning,-1.875,6,7
10,Leaning,-1.75,7,8
10,Leaning,-1.625,8,9
10,Leaning,-1.5,17,13
10,Leaning,-1.375,19,24
10,Leaning,-1.25,18,20
10,Leaning,-1.125,15,19
10,Leaning,-1.0,17,12
10,Leaning,-0.875,16,14
10,Leaning,-0.75,15,15
10,Leaning,-0.625,12,16
10,Leaning,-0.5,12,18
10,Leaning,-0.375,12,19
10,Leaning,-0.25,11,18
10,Leaning,-0.125,11,16
10,Leaning,0.0,12,13
10,Leaning,0.125,16,12
10,Leaning,0.25,17,13
10,Leaning,0.375,17,12
10,Leaning,0.5,16,13
10,Leaning,0.625,17,14
10,Leaning,0.75,17,17
10,Leaning,0.875,20,17
10,Leaning,1.0,23,17
