Participant,Condition,Time,LDA_Errors,SVM_Errors
3,Joystick,-5.0,11,11
3,Joystick,-4.875,12,9
3,Joystick,-4.75,14,9
3,Joystick,-4.625,14,9
3,Joystick,-4.5,15,6
3,Joystick,-4.375,14,10
3,Joystick,-4.25,14,12
3,Joystick,-4.125,13,11
3,Joystick,-4.0,13,12
3,Joystick,-3.875,14,13
3,Joystick,-3.75,14,12
3,Joystick,-3.625,12,11
3,Joystick,-3.5,10,10
3,Joystick,-3.375,12,11
3,Joystick,-3.25,12,11
3,Joystick,-3.125,10,10
3,Joystick,-3.0,11,7
3,Joystick,-2.875,11,9
3,Joystick,-2.75,11,7
3,Joystick,-2.625,8,6
3,Joystick,-2.5,8,8
3,Joystick,-2.375,8,9
3,Joystick,-2.25,5,6
3,Joystick,-2.125,5,6
3,Joystick,-2.0,4,6
3,Joystick,-1.875,4,4
3,Joystick,-1.75,6,2
3,Joystick,-1.625,7,4
3,Joystick,-1.5,9,7
3,Joystick,-1.375,29,27
3,Joystick,-1.25,27,28
3,Joystick,-1.125,21,29
3,Joystick,-1.0,17,23
3,Joystick,-0.875,11,21
3,Joystick,-0.75,12,17
3,Joystick,-0.625,14,16
3,Joystick,-0.5,13,12
3,Joystick,-0.375,13,9
3,Joystick,-0.25,12,12
3,Joystick,-0.125,12,10
3,Joystick,0.0,10,9
3,Joystick,0.125,10,8
3,Joystick,0.25,8,9
3,Joystick,0.375,11,9
3,Joystick,0.5,14,12
3,Joystick,0.625,18,14
3,Joystick,0.75,20,15
3,Joystick,0.875,20,16
3,Joystick,1.0,24,20
