Participant,Condition,Time,LDA_Errors,SVM_Errors
1,Joystick,-5.0,10,3
1,Joystick,-4.875,7,3
1,Joystick,-4.75,9,5
1,Joystick,-4.625,8,6
1,Joystick,-4.5,8,5
1,Joystick,-4.375,6,5
1,Joystick,-4.25,6,3
1,Joystick,-4.125,5,3
1,Joystick,-4.0,5,4
1,Joystick,-3.875,5,4
1,Joystick,-3.75,4,5
1,Joystick,-3.625,4,4
1,Joystick,-3.5,4,6
1,Joystick,-3.375,4,5
1,Joystick,-3.25,5,4
1,Joystick,-3.125,4,3
1,Joystick,-3.0,4,5
1,Joystick,-2.875,5,5
1,Joystick,-2.75,7,6
1,Joystick,-2.625,7,5
1,Joystick,-2.5,10,9
1,Joystick,-2.375,10,10
1,Joystick,-2.25,11,9
1,Joystick,-2.125,10,10
1,Joystick,-2.0,13,9
1,Joystick,-1.875,12,10
1,Joystick,-1.75,15,9
1,Joystick,-1.625,16,12
1,Joystick,-1.5,18,14
1,Joystick,-1.375,18,22
1,Joystick,-1.25,18,19
1,Joystick,-1.125,16,17
1,Joystick,-1.0,11,10
1,Joystick,-0.875,9,10
1,Joystick,-0.75,8,11
1,Joystick,-0.625,10,10
1,Joystick,-0.5,7,10
1,Joystick,-0.375,8,13
1,Joystick,-0.25,9,14
1,Joystick,-0.125,8,13
1,Joystick,0.0,10,13
1,Joystick,0.125,12,14
1,Joystick,0.25,12,14
1,Joystick,0.375,10,12
1,Joystick,0.5,13,13
1,Joystick,0.625,13,13
1,Joystick,0.75,15,14
1,Joystick,0.875,18,15
1,Joystick,1.0,19,15
