Participant,Condition,Time,LDA_Errors,SVM_Errors
12,Leaning,-5.0,10,8
12,Leaning,-4.875,12,10
12,Leaning,-4.75,12,10
12,Leaning,-4.625,12,9
12,Leaning,-4.5,12,8
12,Leaning,-4.375,13,7
12,Leaning,-4.25,13,8
12,Leaning,-4.125,13,9
12,Leaning,-4.0,13,10
12,Leaning,-3.875,14,11
12,Leaning,-3.75,14,13
12,Leaning,-3.625,15,12
12,Leaning,-3.5,13,12
12,Leaning,-3.375,14,12
12,Leaning,-3.25,13,12
12,Leaning,-3.125,12,12
12,Leaning,-3.0,10,12
12,Leaning,-2.875,9,13
12,Leaning,-2.75,9,13
12,Leaning,-2.625,8,14
12,Leaning,-2.5,7,10
12,Leaning,-2.375,7,12
12,Leaning,-2.25,8,11
12,Leaning,-2.125,7,12
12,Leaning,-2.0,12,12
12,Leaning,-1.875,12,12
12,Leaning,-1.75,13,14
12,Leaning,-1.625,15,14
12,Leaning,-1.5,17,13
12,Leaning,-1.375,21,23
12,Leaning,-1.25,21,23
12,Leaning,-1.125,19,22
12,Leaning,-1.0,20,20
12,Leaning,-0.875,21,18
12,Leaning,-0.75,19,17
12,Leaning,-0.625,18,16
12,Leaning,-0.5,19,17
12,Leaning,-0.375,18,17
12,Leaning,-0.25,18,17
12,Leaning,-0.125,18,18
12,Leaning,0.0,20,18
12,Leaning,0.125,20,17
12,Leaning,0.25,19,19
12,Leaning,0.375,19,18
12,Leaning,0.5,22,20
12,Leaning,0.625,23,20
12,Leaning,0.75,22,22
12,Leaning,0.875,22,21
12,Leaning,1.0,24,18
