Participant,Condition,Time,LDA_Errors,SVM_Errors
5,Omnideck,-5.0,14,13
5,Omnideck,-4.875,15,14
5,Omnideck,-4.75,14,13
5,Omnideck,-4.625,14,12
5,Omnideck,-4.5,14,11
5,Omnideck,-4.375,13,10
5,Omnideck,-4.25,13,10
5,Omnideck,-4.125,13,11
5,Omnideck,-4.0,12,10
5,Omnideck,-3.875,13,10
5,Omnideck,-3.75,11,8
5,Omnideck,-3.625,13,9
5,Omnideck,-3.5,9,8
5,Omnideck,-3.375,9,7
5,Omnideck,-3.25,10,5
5,Omnideck,-3.125,10,4
5,Omnideck,-3.0,8,8
5,Omnideck,-2.875,9,8
5,Omnideck,-2.75,9,7
5,Omnideck,-2.625,10,5
5,Omnideck,-2.5,9,7
5,Omnideck,-2.375,9,5
5,Omnideck,-2.25,11,8
5,Omnideck,-2.125,10,8
5,Omnideck,-2.0,9,7
5,Omnideck,-1.875,9,7
5,Omnideck,-1.75,9,7
5,Omnideck,-1.625,11,9
5,Omnideck,-1.5,16,17
5,Omnideck,-1.375,22,21
5,Omnideck,-1.25,21,21
5,Omnideck,-1.125,22,22
5,Omnideck,-1.0,21,20
5,Omnideck,-0.875,21,18
5,Omnideck,-0.75,19,15
5,Omnideck,-0.625,19,14
5,Omnideck,-0.5,12,13
5,Omnideck,-0.375,10,11
5,Omnideck,-0.25,10,10
5,Omnideck,-0.125,10,8
5,Omnideck,0.0,13,8
5,Omnideck,0.125,13,9
5,Omnideck,0.25,14,11
5,Omnideck,0.375,14,12
5,Omnideck,0.5,18,14
5,Omnideck,0.625,20,15
5,Omnideck,0.75,20,17
5,Omnideck,0.875,20,18
5,Omnideck,1.0,21,17
