Participant,Condition,Time,LDA_Errors,SVM_Errors
2,Joystick,-5.0,12,4
2,Joystick,-4.875,12,7
2,Joystick,-4.75,13,7
2,Joystick,-4.625,14,7
2,Joystick,-4.5,12,7
2,Joystick,-4.375,11,9
2,Joystick,-4.25,10,11
2,Joystick,-4.125,11,10
2,Joystick,-4.0,8,8
2,Joystick,-3.875,9,9
2,Joystick,-3.75,10,9
2,Joystick,-3.625,9,10
2,Joystick,-3.5,8,11
2,Joystick,-3.375,7,10
2,Joystick,-3.25,7,10
2,Joystick,-3.125,7,10
2,Joystick,-3.0,7,11
2,Joystick,-2.875,7,10
2,Joystick,-2.75,7,11
2,Joystick,-2.625,8,11
2,Joystick,-2.5,6,8
2,Joystick,-2.375,6,6
2,Joystick,-2.25,7,7
2,Joystick,-2.125,8,7
2,Joystick,-2.0,10,8
2,Joystick,-1.875,11,9
2,Joystick,-1.75,10,10
2,Joystick,-1.625,10,9
2,Joystick,-1.5,12,11
2,Joystick,-1.375,24,25
2,Joystick,-1.25,22,22
2,Joystick,-1.125,19,20
2,Joystick,-1.0,15,20
2,Joystick,-0.875,14,18
2,Joystick,-0.75,14,18
2,Joystick,-0.625,11,17
2,Joystick,-0.5,9,16
2,Joystick,-0.375,9,14
2,Joystick,-0.25,10,13
2,Joystick,-0.125,12,12
2,Joystick,0.0,13,13
2,Joystick,0.125,13,13
2,Joystick,0.25,14,13
2,Joystick,0.375,15,16
2,Joystick,0.5,17,14
2,Joystick,0.625,18,16
2,Joystick,0.75,14,15
2,Joystick,0.875,13,14
2,Joystick,1.0,14,16
