Participant,Condition,Time,LDA_Errors,SVM_Errors
13,Joystick,-5.0,12,11
13,Joystick,-4.875,13,10
13,Joystick,-4.75,14,12
13,Joystick,-4.625,16,11
13,Joystick,-4.5,16,14
13,Joystick,-4.375,19,13
13,Joystick,-4.25,18,12
13,Joystick,-4.125,18,11
13,Joystick,-4.0,17,9
13,Joystick,-3.875,16,8
13,Joystick,-3.75,11,8
13,Joystick,-3.625,9,9
13,Joystick,-3.5,9,7
13,Joystick,-3.375,7,7
13,Joystick,-3.25,4,6
13,Joystick,-3.125,4,6
13,Joystick,-3.0,3,5
13,Joystick,-2.875,3,4
13,Joystick,-2.75,4,3
13,Joystick,-2.625,4,3
13,Joystick,-2.5,4,4
13,Joystick,-2.375,5,4
13,Joystick,-2.25,4,4
13,Joystick,-2.125,5,3
13,Joystick,-2.0,4,6
13,Joystick,-1.875,4,7
13,Joystick,-1.75,6,10
13,Joystick,-1.625,10,12
13,Joystick,-1.5,15,17
13,Joystick,-1.375,18,18
13,Joystick,-1.25,15,15
13,Joystick,-1.125,14,15
13,Joystick,-1.0,13,12
13,Joystick,-0.875,12,13
13,Joystick,-0.75,12,14
13,Joystick,-0.625,11,13
13,Joystick,-0.5,11,14
13,Joystick,-0.375,11,12
13,Joystick,-0.25,10,10
13,Joystick,-0.125,9,11
13,Joystick,0.0,12,10
13,Joystick,0.125,10,12
13,Joystick,0.25,11,12
13,Joystick,0.375,12,15
13,Joystick,0.5,16,17
13,Joystick,0.625,19,17
13,Joystick,0.75,20,16
13,Joystick,0.875,21,18
13,Joystick,1.0,23,22
